num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
360,120,2,2022-09-22,523,通信費,NTTﾌｧｲﾅﾝｽ､電話料金,0,,,,6102,,,,-14124
363,121,2,2022-09-22,208,預り金,麹町税務署､源泉所得税納付,0,,,,24504,,,,-38628
,,,2022-09,,※※月計※※,,0,,,,36474,,,,
381,127,2,2022-10-04,512,支払手数料,城北信金､振込料,0,,,,880,,,,-43108
399,133,2,2022-10-17,111,三菱東京UFJ当座預金,三菱UFJ銀行､当座預金解約,634606,,,,0,,,,590618
384,128,2,2022-10-19,512,支払手数料,城北信金､振込料,0,,,,880,,,,-43988
402,134,2,2022-10-19,538,雑費,北海道太郎､残務整理諸経費,0,,,,50000,,,,540618
405,135,2,2022-10-19,110,城北信当座預金,現金預入,0,,,,505456,,,,35162
408,136,2,2022-10-19,208,預り金,麹町税務署､源泉所得税納付,0,,,,18378,,,,16784
411,137,2,2022-10-19,999,諸口,ＸＹＺ司法書士､会社清算結了登記手数料,0,,,,56688,,,,-39904
423,141,2,2022-10-19,512,支払手数料,城北信金､振込料,0,,,,880,,,,-40784
426,142,2,2022-10-19,208,預り金,麹町税務署､源泉所得税納付,0,,,,4084,,,,-44868
429,143,2,2022-10-27,110,城北信当座預金,城北信金､当座預金解約引出,17052250,,,,0,,,,17007382
432,144,2,2022-10-31,202,借入金,北海道太郎､借入金返済,0,,,,432104,,,,16575278
435,145,2,2022-10-31,204,未払金,北海道太郎､過年度光熱費等精算,0,,,,379918,,,,16195360
600,200,2,2022-10-31,713,役員退職金,北海道太郎､退職慰労金払い,0,,,,16094166,,,,101194
,,,2022-10,,※※月計※※,,17686856,,,,17543434,,,,101194
