num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
351,117,2,2022-09-12,城北信当座預金,,大田コンサル､顧問料･決算料,0,,,,0,,,,0
354,118,2,2022-09-12,預り金,,大田コンサル､源泉所得税,0,,,,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
390,130,2,2022-10-12,支払手数料,,大田コンサル､会社清算事務分,0,,,,0,,,,0
393,131,2,2022-10-12,城北信当座預金,,大田コンサル､会社清算事務分,0,,,,0,,,,0
396,132,2,2022-10-12,預り金,,大田コンサル､源泉所得税,0,,,,0,,,,0
411,137,2,2022-10-19,現金,,ＸＹＺ司法書士､会社清算結了登記手数料,0,,,,0,,,,0
414,138,2,2022-10-19,支払手数料,,ＸＹＺ司法書士､会社清算結了登記手数料,0,,,,0,,,,0
417,139,2,2022-10-19,預り金,,ＸＹＺ司法書士､源泉所得税,0,,,,0,,,,0
420,140,2,2022-10-19,租税公課,,ＸＹＺ司法書士､登記法定費用,0,,,,0,,,,0
438,146,2,2022-10-31,固定資産譲渡収入,,車両･備品売却取引､純額処理振替,0,,,,0,,,,0
441,147,2,2022-10-31,固定資産譲渡費用,,車両･備品売却取引､純額処理振替,0,,,,0,,,,0
444,148,2,2022-10-31,固定資産売却益,,車両･備品売却取引､純額処理振替,0,,,,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,
447,149,2,2022-07-31,売上高,,[  7月-  7月 一括税抜],0,,,,0,,,,0
450,150,2,2022-07-31,仮受消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
453,151,2,2022-07-31,仕入高,,[  7月-  7月 一括税抜],0,,,,0,,,,0
456,152,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
459,153,2,2022-07-31,消耗品費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
462,154,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
465,155,2,2022-07-31,地代・家賃,,[  7月-  7月 一括税抜],0,,,,0,,,,0
468,156,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
471,157,2,2022-07-31,修繕費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
474,158,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
477,159,2,2022-07-31,接待交際費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
480,160,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
483,161,2,2022-07-31,接待交際費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
486,162,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
489,163,2,2022-07-31,旅費・交通費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
492,164,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
495,165,2,2022-07-31,通信費,,[  7月-  7月 一括税抜],0,,,,0,,,,0
498,166,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
501,167,2,2022-07-31,支払手数料,,[  7月-  7月 一括税抜],0,,,,0,,,,0
504,168,2,2022-07-31,仮払消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
507,169,2,2022-07-31,固定資産譲渡収入,,[  7月-  7月 一括税抜],0,,,,0,,,,0
510,170,2,2022-07-31,仮受消費税,,[  7月-  7月 一括税抜],0,,,,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
513,171,2,2022-08-31,修繕費,,[  8月-  8月 一括税抜],0,,,,0,,,,0
516,172,2,2022-08-31,仮払消費税,,[  8月-  8月 一括税抜],0,,,,0,,,,0
519,173,2,2022-08-31,旅費・交通費,,[  8月-  8月 一括税抜],0,,,,0,,,,0
522,174,2,2022-08-31,仮払消費税,,[  8月-  8月 一括税抜],0,,,,0,,,,0
525,175,2,2022-08-31,通信費,,[  8月-  8月 一括税抜],0,,,,0,,,,0
528,176,2,2022-08-31,仮払消費税,,[  8月-  8月 一括税抜],0,,,,0,,,,0
531,177,2,2022-08-31,支払手数料,,[  8月-  8月 一括税抜],0,,,,0,,,,0
534,178,2,2022-08-31,仮払消費税,,[  8月-  8月 一括税抜],0,,,,0,,,,0
537,179,2,2022-08-31,雑費,,[  8月-  8月 一括税抜],0,,,,0,,,,0
540,180,2,2022-08-31,仮払消費税,,[  8月-  8月 一括税抜],0,,,,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
543,181,2,2022-09-30,修繕費,,[  9月-  9月 一括税抜],0,,,,0,,,,0
546,182,2,2022-09-30,仮払消費税,,[  9月-  9月 一括税抜],0,,,,0,,,,0
549,183,2,2022-09-30,旅費・交通費,,[  9月-  9月 一括税抜],0,,,,0,,,,0
552,184,2,2022-09-30,仮払消費税,,[  9月-  9月 一括税抜],0,,,,0,,,,0
555,185,2,2022-09-30,通信費,,[  9月-  9月 一括税抜],0,,,,0,,,,0
558,186,2,2022-09-30,仮払消費税,,[  9月-  9月 一括税抜],0,,,,0,,,,0
561,187,2,2022-09-30,支払手数料,,[  9月-  9月 一括税抜],0,,,,0,,,,0
564,188,2,2022-09-30,仮払消費税,,[  9月-  9月 一括税抜],0,,,,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
567,189,2,2022-10-31,修繕費,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
570,190,2,2022-10-31,仮払消費税,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
573,191,2,2022-10-31,支払手数料,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
576,192,2,2022-10-31,仮払消費税,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
579,193,2,2022-10-31,雑費,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
582,194,2,2022-10-31,仮払消費税,,[ 10月- 10月 一括税抜],0,,,,0,,,,0
585,195,2,2022-10-31,仮受消費税,,当期消費税精算処理,0,,,,0,,,,0
588,196,2,2022-10-31,仮払消費税,,当期消費税精算処理,0,,,,0,,,,0
591,197,2,2022-10-31,未払消費税等,,麹町税務署､当期確定消費税等,0,,,,0,,,,0
594,198,2,2022-10-31,雑収入,,消費税端数受入金,0,,,,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,0
