num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
306,102,2,2022-08-10,208,預り金,大田コンサル､源泉所得税,2268,,,,0,,,,1
318,106,2,2022-08-25,111,三菱東京UFJ当座預金,㈱縄文式､売掛回収,0,,,,469150,,,,-469149
321,107,2,2022-08-25,512,支払手数料,㈱縄文式､振込料,0,,,,660,,,,-469809
324,108,2,2022-08-25,131,売掛金,㈱縄文式､振込入金,469810,,,,0,,,,1
513,171,2,2022-08-31,529,修繕費,[  8月-  8月 一括税抜],440,,,,0,,,,441
516,172,2,2022-08-31,174,仮払消費税,[  8月-  8月 一括税抜],0,,,,440,,,,1
519,173,2,2022-08-31,522,旅費・交通費,[  8月-  8月 一括税抜],245,,,,0,,,,246
522,174,2,2022-08-31,174,仮払消費税,[  8月-  8月 一括税抜],0,,,,245,,,,1
525,175,2,2022-08-31,523,通信費,[  8月-  8月 一括税抜],1264,,,,0,,,,1265
528,176,2,2022-08-31,174,仮払消費税,[  8月-  8月 一括税抜],0,,,,1264,,,,1
531,177,2,2022-08-31,512,支払手数料,[  8月-  8月 一括税抜],2422,,,,0,,,,2423
534,178,2,2022-08-31,174,仮払消費税,[  8月-  8月 一括税抜],0,,,,2422,,,,1
537,179,2,2022-08-31,538,雑費,[  8月-  8月 一括税抜],1800,,,,0,,,,1801
540,180,2,2022-08-31,174,仮払消費税,[  8月-  8月 一括税抜],0,,,,1800,,,,1
,,,2022-08,,※※月計※※,,500425,,,,500425,,,,
348,116,2,2022-09-12,512,支払手数料,大田コンサル､顧問料･決算料,0,,,,264000,,,,-263999
351,117,2,2022-09-12,110,城北信当座預金,大田コンサル､顧問料･決算料,239496,,,,0,,,,-24503
354,118,2,2022-09-12,208,預り金,大田コンサル､源泉所得税,24504,,,,0,,,,1
543,181,2,2022-09-30,529,修繕費,[  9月-  9月 一括税抜],440,,,,0,,,,441
546,182,2,2022-09-30,174,仮払消費税,[  9月-  9月 一括税抜],0,,,,440,,,,1
549,183,2,2022-09-30,522,旅費・交通費,[  9月-  9月 一括税抜],327,,,,0,,,,328
552,184,2,2022-09-30,174,仮払消費税,[  9月-  9月 一括税抜],0,,,,327,,,,1
555,185,2,2022-09-30,523,通信費,[  9月-  9月 一括税抜],555,,,,0,,,,556
558,186,2,2022-09-30,174,仮払消費税,[  9月-  9月 一括税抜],0,,,,555,,,,1
561,187,2,2022-09-30,512,支払手数料,[  9月-  9月 一括税抜],24000,,,,0,,,,24001
564,188,2,2022-09-30,174,仮払消費税,[  9月-  9月 一括税抜],0,,,,24000,,,,1
,,,2022-09,,※※月計※※,,289322,,,,289322,,,,
390,130,2,2022-10-12,512,支払手数料,大田コンサル､会社清算事務分,0,,,,198000,,,,-197999
393,131,2,2022-10-12,110,城北信当座預金,大田コンサル､会社清算事務分,179622,,,,0,,,,-18377
396,132,2,2022-10-12,208,預り金,大田コンサル､源泉所得税,18378,,,,0,,,,1
411,137,2,2022-10-19,100,現金,ＸＹＺ司法書士､会社清算結了登記手数料,56688,,,,0,,,,56689
414,138,2,2022-10-19,512,支払手数料,ＸＹＺ司法書士､会社清算結了登記手数料,0,,,,57000,,,,-311
417,139,2,2022-10-19,208,預り金,ＸＹＺ司法書士､源泉所得税,4084,,,,0,,,,3773
420,140,2,2022-10-19,526,租税公課,ＸＹＺ司法書士､登記法定費用,0,,,,3772,,,,1
438,146,2,2022-10-31,701,固定資産譲渡収入,車両･備品売却取引､純額処理振替,0,,,,863641,,,,-863640
441,147,2,2022-10-31,712,固定資産譲渡費用,車両･備品売却取引､純額処理振替,7,,,,0,,,,-863633
444,148,2,2022-10-31,700,固定資産売却益,車両･備品売却取引､純額処理振替,863634,,,,0,,,,1
567,189,2,2022-10-31,529,修繕費,[ 10月- 10月 一括税抜],6807,,,,0,,,,6808
570,190,2,2022-10-31,174,仮払消費税,[ 10月- 10月 一括税抜],0,,,,6807,,,,1
573,191,2,2022-10-31,512,支払手数料,[ 10月- 10月 一括税抜],23422,,,,0,,,,23423
576,192,2,2022-10-31,174,仮払消費税,[ 10月- 10月 一括税抜],0,,,,23422,,,,1
579,193,2,2022-10-31,538,雑費,[ 10月- 10月 一括税抜],4545,,,,0,,,,4546
582,194,2,2022-10-31,174,仮払消費税,[ 10月- 10月 一括税抜],0,,,,4545,,,,1
585,195,2,2022-10-31,214,仮受消費税,当期消費税精算処理,0,,,,189154,,,,-189153
588,196,2,2022-10-31,174,仮払消費税,当期消費税精算処理,104880,,,,0,,,,-84273
591,197,2,2022-10-31,209,未払消費税等,麹町税務署､当期確定消費税等,84100,,,,0,,,,-173
594,198,2,2022-10-31,604,雑収入,消費税端数受入金,174,,,,0,,,,1
,,,2022-10,,※※月計※※,,1346341,,,,1346341,,,,1
