月種別,種類,形式,作成方法,付箋,伝票日付,伝票番号,伝票摘要,枝番,借方部門,借方部門名,借方科目,借方科目名,借方補助,借方補助科目名,借方金額,借方消費税コード,借方消費税業種,借方消費税税率,借方資金区分,借方任意項目１,借方任意項目２,貸方部門,貸方部門名,貸方科目,貸方科目名,貸方補助,貸方補助科目名,貸方金額,貸方消費税コード,貸方消費税業種,貸方消費税税率,貸方資金区分,貸方任意項目１,貸方任意項目２,摘要,期日,証番号,入力マシン,入力ユーザ,入力アプリ,入力会社,入力日付
0,0,4,0,0,20220712,7,,1,,,154,仮払金,,,50000,0,,,64,,,,,110,城北信当座預金,,,50000,0,,,,,,ＸＹＺ司法書士､解散登記法定費用分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220714,8,,1,,,111,三菱東京UFJ当座預金,,,110000,0,,,,,,,,131,売掛金,,,110000,0,,,2,,,㈱越後屋,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,3,0,0,20220720,9,,1,,,111,三菱東京UFJ当座預金,,,29810,0,,,,,,,,999,諸口,,,29810,0,,,,,,大手町機工､売掛回収,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220720,9,,2,,,512,支払手数料,,,880,32,,10,56,,,,,999,諸口,,,880,0,,,,,,大手町機工､振込料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220720,9,,3,,,999,諸口,,,30690,0,,,,,,,,131,売掛金,,,30690,0,,,2,,,大手町機工､振込入金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,10,,1,,,528,地代・家賃,,,14300,32,,10,55,,,,,110,城北信当座預金,,,14300,0,,,,,,"八重洲商事駐車場､13,000X税1,300､8月分",,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,11,,1,,,110,城北信当座預金,,,6600000,0,,,,,,,,111,三菱東京UFJ当座預金,,,6600000,0,,,,,,銀行振替,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,3,0,0,20220725,12,,1,,,111,三菱東京UFJ当座預金,,,6486393,0,,,,,,,,999,諸口,,,6486393,0,,,,,,日比谷建業㈱､売掛回収,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220725,12,,2,,,512,支払手数料,,,550,32,,10,56,,,,,999,諸口,,,550,0,,,,,,日比谷建業㈱､振込料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220725,12,,3,,,999,諸口,,,6486943,0,,,,,,,,131,売掛金,,,6486943,0,,,2,,,日比谷建業㈱､振込入金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,13,,1,,,130,受取手形,,,1210000,0,,,3,,,,,131,売掛金,,,1210000,0,,,2,,,日比谷建業㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,14,,1,,,523,通信費,,,6496,32,,10,56,,,,,110,城北信当座預金,,,6496,0,,,,,,NTTﾌｧｲﾅﾝｽ､電話料金,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220725,15,,1,,,201,買掛金,,,1210000,0,,,43,,,,,130,受取手形,,,1210000,0,,,3,,,神田産業㈱､日比谷建業㈱分裏書,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,16,,1,,,201,買掛金,,,509464,0,,,43,,,,,110,城北信当座預金,,,509464,0,,,,,,神田産業㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,17,,1,,,201,買掛金,,,1100000,0,,,43,,,,,131,売掛金,,,1100000,0,,,2,,,神田産業㈱､相殺,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220726,26,,1,,,208,預り金,,,7373,0,,,68,,,,,100,現金,,,7373,0,,,,,,麹町税務署､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220726,27,,1,,,110,城北信当座預金,,,10007756,0,,,,,,,,999,諸口,,,10007756,0,,,,,,城北信金､定期預金解約,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,27,,2,,,999,諸口,,,10007678,0,,,,,,,,125,城北信定期預金,,,10007678,0,,,28,,,城北信金､定期預金解約,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,27,,3,,,999,諸口,,,91,0,,,,,,,,600,受取利息,,,91,20,,,6,,,城北信金､定期預金利息,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,27,,4,,,526,租税公課,,,13,0,,,59,,,,,999,諸口,,,13,0,,,,,,城北信金､利子所得税,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,28,,1,,,110,城北信当座預金,,,5890111,0,,,,,,,,999,諸口,,,5890111,0,,,,,,城北信金､定期預金解約,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,28,,2,,,999,諸口,,,5890100,0,,,,,,,,125,城北信定期預金,,,5890100,0,,,28,,,城北信金､定期預金解約,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,3,0,0,20220726,28,,3,,,999,諸口,,,12,0,,,,,,,,600,受取利息,,,12,20,,,6,,,城北信金､定期預金利息,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220726,28,,4,,,526,租税公課,,,1,0,,,59,,,,,999,諸口,,,1,0,,,,,,城北信金､利子所得税,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220728,29,,1,,,512,支払手数料,,,64700,32,,10,56,,,,,999,諸口,,,64700,0,,,,,,ＸＹＺ司法書士､解散登記分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220728,29,,2,,,999,諸口,,,50000,0,,,,,,,,154,仮払金,,,50000,0,,,9,,,ＸＹＺ司法書士､解散登記分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220728,29,,3,,,999,諸口,,,50673,0,,,,,,,,110,城北信当座預金,,,50673,0,,,,,,ＸＹＺ司法書士､解散登記分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220728,29,,4,,,526,租税公課,,,40772,0,,,59,,,,,999,諸口,,,40772,0,,,,,,ＸＹＺ司法書士､解散登記分印紙代等,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220728,29,,5,,,999,諸口,,,4799,0,,,,,,,,208,預り金,,,4799,0,,,4,,,ＸＹＺ司法書士､源泉所得税,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,30,,1,,,531,保険料,,,15,30,,,56,,,,,100,現金,,,15,0,,,,,,ＡＢＣ社会保険労働事務所､労保精算金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,31,,1,,,201,買掛金,,,22143,0,,,43,,,,,110,城北信当座預金,,,22143,0,,,,,,美土代町金商㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,32,,1,,,529,修繕費,,,4840,32,,10,56,,,,,111,三菱東京UFJ当座預金,,,4840,0,,,,,,㈱大塚商会､保守料,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220729,33,,1,,,529,修繕費,,,61380,32,,10,56,,,,,110,城北信当座預金,,,61380,0,,,,,,㈲錦町ｵｰﾄ､ﾄﾗｯｸ整備代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,34,,1,,,201,買掛金,,,2601610,0,,,43,,,,,110,城北信当座預金,,,2601610,0,,,,,,小川町工業,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,35,,1,,,201,買掛金,,,528125,0,,,43,,,,,110,城北信当座預金,,,528125,0,,,,,,㈱三崎産業,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,36,,1,,,201,買掛金,,,26400,0,,,43,,,,,110,城北信当座預金,,,26400,0,,,,,,アラカワ㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,37,,1,,,201,買掛金,,,28050,0,,,43,,,,,110,城北信当座預金,,,28050,0,,,,,,鍛冶町製作所,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,38,,1,,,201,買掛金,,,119521,0,,,43,,,,,131,売掛金,,,119521,0,,,2,,,東京産業㈱､相殺,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,39,,1,,,201,買掛金,,,116979,0,,,43,,,,,110,城北信当座預金,,,116979,0,,,,,,東京産業㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220729,40,,1,,,201,買掛金,,,892100,0,,,43,,,,,110,城北信当座預金,,,892100,0,,,,,,ニホン工業㈱,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,41,,1,,,110,城北信当座預金,,,775800,0,,,,,,,,999,諸口,,,775800,0,,,,,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,41,,2,,,999,諸口,,,850000,0,,,,,,,,701,固定資産譲渡収入,,,850000,2,,10,7,,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却収入,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,41,,3,,,512,支払手数料,,,69000,32,,10,56,,,,,999,諸口,,,69000,0,,,,,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖手数料,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,41,,4,,,512,支払手数料,,,5200,30,,,56,,,,,999,諸口,,,5200,0,,,,,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖法定費用,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,42,,1,,,525,消耗品費,,,12636,32,,10,56,,,,,110,城北信当座預金,,,12636,0,,,,,,札の辻､ｶﾞｿﾘﾝ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220729,42,,2,,,153,未収入金,,,100000,0,,,8,,,,,701,固定資産譲渡収入,,,100000,2,,10,7,,,北海道太郎､社有乗用車マークＸ売却,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220702,43,,1,,,521,接待交際費,2,少額交際費,8910,32,,10,56,,,,,100,現金,,,8910,0,,,,,,ライフ､中元贈答品,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220704,44,,1,,,523,通信費,,,1470,32,,10,56,,,,,100,現金,,,1470,0,,,,,,日本郵便､ﾊｶﾞｷ代他,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220704,45,,1,,,522,旅費・交通費,,,1220,32,,10,56,,,,,100,現金,,,1220,0,,,,,,実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220706,46,,1,,,522,旅費・交通費,,,980,32,,10,56,,,,,100,現金,,,980,0,,,,,,日本交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220706,47,,1,,,202,借入金,7,その他の借入金,12063,0,,,84,,,,,100,現金,,,12063,0,,,,,,総合食品ストア､北海道扱返金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220707,48,,1,,,522,旅費・交通費,,,2900,32,,10,56,,,,,100,現金,,,2900,0,,,,,,日月東交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220707,49,,1,,,522,旅費・交通費,,,1140,32,,10,56,,,,,100,現金,,,1140,0,,,,,,明治交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220708,50,,1,,,526,租税公課,,,300,0,,,59,,,,,100,現金,,,300,0,,,,,,千代田区役所､収入証紙,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220709,51,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,大和自動車､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220709,52,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220712,53,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220712,54,,1,,,521,接待交際費,1,交際費,15000,32,,K8.0,56,,,,,100,現金,,,15000,0,,,,,,六花亭､食品贈答品,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220714,55,,1,,,522,旅費・交通費,,,1220,32,,10,56,,,,,100,現金,,,1220,0,,,,,,東京無線､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220714,56,,1,,,522,旅費・交通費,,,1940,32,,10,56,,,,,100,現金,,,1940,0,,,,,,日の丸交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220714,57,,1,,,202,借入金,7,その他の借入金,7290,0,,,84,,,,,100,現金,,,7290,0,,,,,,総合食品ストア､北海道扱返金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220716,58,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,東京西交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220720,59,,1,,,202,借入金,7,その他の借入金,6800,0,,,84,,,,,100,現金,,,6800,0,,,,,,仲よし､北海道扱返金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220722,60,,1,,,202,借入金,7,その他の借入金,8680,0,,,84,,,,,100,現金,,,8680,0,,,,,,総合食品ストア､北海道扱返金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220722,61,,1,,,526,租税公課,,,4200,0,,,59,,,,,100,現金,,,4200,0,,,,,,千代田区役所､収入証紙,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,62,,1,,,523,通信費,,,1674,32,,10,56,,,,,100,現金,,,1674,0,,,,,,日本郵便､書留郵便,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220725,63,,1,,,526,租税公課,,,600,0,,,59,,,,,100,現金,,,600,0,,,,,,東京法務局､印紙代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220725,64,,1,,,526,租税公課,,,3150,0,,,59,,,,,100,現金,,,3150,0,,,,,,東京法務局､印紙代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20220902
0,0,4,0,0,20220731,65,,1,,,712,固定資産譲渡費用,,,1,0,,,62,,,,,164,車両運搬具,,,1,0,,,21,,,営業車､マークＸ売却簿価振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220731,66,,1,,,712,固定資産譲渡費用,,,1,0,,,62,,,,,164,車両運搬具,,,1,0,,,21,,,トラック､エルフ売却簿価振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220731,67,,1,,,711,固定資産除却損,,,1,0,,,62,,,,,160,建物,,,1,0,,,21,,,倉庫用ハウス廃棄,,,WS017,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220731,68,,1,,,712,固定資産譲渡費用,,,5,0,,,62,,,,,165,備品,,,5,0,,,21,,,北海道太郎､社有備品売却,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220731,69,,1,,,153,未収入金,,,5,0,,,8,,,,,701,固定資産譲渡収入,,,5,2,,10,7,,,北海道太郎､社有備品売却,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220731,70,,1,,,461,仕入高,,,1,32,,10,41,,,,,999,諸口,,,1,0,,,,,,賃貸機材､ｽﾄﾛﾝｸﾞｹﾟｰﾄ売却､簿価振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,3,0,0,20220731,70,,2,,,999,諸口,,,1,0,,,,,,,,162,賃貸用機器,,,1,0,,,21,,,賃貸機材､ｽﾄﾛﾝｸﾞｹﾟｰﾄ売却､簿価振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20220906
0,0,4,0,0,20220704,71,,1,,,131,売掛金,,,30690,0,,,2,,,,,810,売上高,,,30690,2,,10,1,,,㈲いろは機工､ﾊﾟｲﾌﾟ他納品,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220720,72,,1,,,131,売掛金,,,1100000,0,,,2,,,,,810,売上高,,,1100000,2,,10,1,,,神田産業㈱､在庫機材売却,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220704,73,,1,,,461,仕入高,,,22143,32,,10,41,,,,,201,買掛金,,,22143,0,,,43,,,東京商事㈱､いろは機工売却分,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220731,74,,1,,,202,借入金,7,その他の借入金,100005,0,,,84,,,,,153,未収入金,,,100005,0,,,8,,,北海道太郎､固定資産売却代金相殺,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220710,75,,1,,,208,預り金,,,16048,0,,,68,,,,,202,借入金,7,その他の借入金,16048,0,,,23,,,麹町税務署､源泉所得税納付､社長立替分,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220801,1,,1,,,522,旅費・交通費,,,820,32,,10,56,,,,,100,現金,,,820,0,,,,,,実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220824,3,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220824,4,,1,,,202,借入金,7,その他の借入金,7730,0,,,84,,,,,100,現金,,,7730,0,,,,,,北海道太郎分返金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220826,5,,1,,,522,旅費・交通費,,,980,32,,10,56,,,,,100,現金,,,980,0,,,,,,帝都交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220801,6,,1,,,523,通信費,,,4003,32,,10,56,,,,,111,三菱東京UFJ当座預金,,,4003,0,,,,,,NTTﾌｧｲﾅﾝｽ､携帯電話料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220808,7,,1,,,208,預り金,,,4799,0,,,68,,,,,100,現金,,,4799,0,,,,,,ＸＹＺ司法書士､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220809,8,,1,,,512,支払手数料,,,440,32,,10,56,,,,,110,城北信当座預金,,,440,0,,,,,,城北信金､残高証明書,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20221008
0,0,4,0,0,20220810,9,,1,,,512,支払手数料,,,1100,32,,10,56,,,,,110,城北信当座預金,,,1100,0,,,,,,城北信金､ｱﾝｻｰﾎﾝ手数料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220810,10,,1,,,204,未払金,,,15350,0,,,67,,,,,110,城北信当座預金,,,15350,0,,,,,,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20221008
0,0,3,0,0,20220810,11,,1,,,512,支払手数料,,,24444,32,,10,56,,,,,999,諸口,,,24444,0,,,,,,大田コンサル､顧問料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220810,11,,2,,,999,諸口,,,22176,0,,,,,,,,110,城北信当座預金,,,22176,0,,,,,,大田コンサル､顧問料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220810,11,,3,,,999,諸口,,,2268,0,,,,,,,,208,預り金,,,2268,0,,,4,,,大田コンサル､源泉所得税,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220812,12,,1,,,110,城北信当座預金,,,50000,0,,,,,,,,181,出資金,,,50000,0,,,22,,,城北信金､出資金解約戻り,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20221008
0,0,3,0,0,20220819,14,,1,,,209,未払消費税等,,,609600,0,,,67,,,,,110,城北信当座預金,,,609600,0,,,,,,麹町税務署､前期確定消費税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220819,14,,2,,,211,法人税等充当金,,,35000,0,,,63,,,,,110,城北信当座預金,,,35000,0,,,,,,東京都､前期確定都民税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20221008
0,0,3,0,0,20220825,14,,1,,,111,三菱東京UFJ当座預金,,,469150,0,,,,,,,,999,諸口,,,469150,0,,,,,,㈱縄文式､売掛回収,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220825,14,,2,,,512,支払手数料,,,660,32,,10,56,,,,,999,諸口,,,660,0,,,,,,㈱縄文式､振込料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220825,14,,3,,,999,諸口,,,469810,0,,,,,,,,131,売掛金,,,469810,0,,,2,,,㈱縄文式､振込入金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220825,15,,1,,,523,通信費,,,5896,32,,10,56,,,,,110,城北信当座預金,,,5896,0,,,,,,NTTﾌｧｲﾅﾝｽ､電話料金,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220825,16,,1,,,523,通信費,,,4003,32,,10,56,,,,,111,三菱東京UFJ当座預金,,,4003,0,,,,,,NTTﾌｧｲﾅﾝｽ､携帯電話料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220831,17,,1,,,529,修繕費,,,4840,32,,10,56,,,,,111,三菱東京UFJ当座預金,,,4840,0,,,,,,㈱大塚商会､保守料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20221008
0,0,4,0,0,20220831,18,,1,,,538,雑費,,,19800,32,,10,56,,,,,110,城北信当座預金,,,19800,0,,,,,,ＰＹＫカーゴ､ﾊﾟｿｺﾝ他処分,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221005
0,0,4,0,0,20220905,1,,1,,,204,未払金,,,2000000,0,,,67,,,,,110,城北信当座預金,,,2000000,0,,,,,,鈴木一郎､退職金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220905,2,,1,,,204,未払金,,,2000000,0,,,67,,,,,110,城北信当座預金,,,2000000,0,,,,,,山田花子､退職金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
