url1行範囲,url1テキスト,url2行範囲,url2テキスト,差分行
"-40,8",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+48,7",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 
"-40,8",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+48,7",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 5. Rules
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 6.1. BIS Identifiers
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 6.2. Datatypes
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 6.3. UBL schemas and namespaces
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-6.4. Glossary Table of Contents
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+6.4. Glossary
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, Link to main site of documentation
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, Introduction
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, 
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,"+The main requirement for specification comes from the fact that Japan uses Japanese Consumption Tax, which concept is as same as Value Added Tax (VAT). This has consequences on code lists and the naming of some business terms."
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, Document Structure
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+This document is structured as follows:
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,"+Chapter 1 gives general information on the business processes, requirements and functionalities."
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 2 provides information on business related requirements supported by the invoice.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 3 provides information on legal and tax related requirements supported by the invoice.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 4 provides information about rules and calculations that applies to the invoice content.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 5.1 describes the BIS identifiers.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 5.2 describes the semantical data types.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+Chapter 5.3 gives external links to the relevant UBL schemas.
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/, Scope
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-1. Business processes
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-1.1. Parties and roles
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-1.2. PINT Billing process
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-1.3. Invoice functionality
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-1.4. Credit notes and negative invoices
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-2. Local business process
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-2.1. Summarised invoice process
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-2.2. Negative invoices and credit notes
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3. Business information
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.1. Parties
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.2. Delivery Details (Date and Location)
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.3. References and attachments
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.4. Allowances and Charges
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.5. Payment means information
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.6. Item information
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.7. Price information
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-3.8. Unit of measure
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-4. Tax information
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-4.1. Tax in accounting currency
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-4.2. Consumption Tax in Japan
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-5. Rules
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-5.1. Calculations
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-5.2. Rounding
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-5.3. Aligned calculations
"-56,134",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"+63,90",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,-
