num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
14794,0001-20100128-81-2290-1-5041,0,2010-01-28,322,未払金,お茶代,19239,0,4073341
14806,0001-20100130-100-2299-1-5059,0,2010-01-30,111,現金,会費,5715,0,4079056
,,,2010-01,,※※月計※※,,189046,0,
15328,0001-20100205-76-2361-1-5183,0,2010-02-05,322,未払金,社員食事代,14865,0,4093921
15713,0001-20100216-79-2432-1-5325,0,2010-02-16,111,現金,景品代,37539,0,4131460
15851,0001-20100220-38-2447-1-5355,0,2010-02-20,322,未払金,宿泊費,45871,0,4177331
15949,0001-20100221-80-2475-1-5411,0,2010-02-21,322,未払金,会費支払い,397500,0,4574831
15991,0001-20100223-3-2482-1-5425,0,2010-02-23,322,未払金,宿泊代,27443,0,4602274
16001,0001-20100223-61-2487-1-5435,0,2010-02-23,322,未払金,お茶代,10553,0,4612827
16192,0001-20100225-121-2508-1-5477,0,2010-02-25,111,現金,お茶代,9048,0,4621875
16284,0001-20100227-39-2522-1-5505,0,2010-02-27,111,現金,会費,8572,0,4630447
16298,0001-20100228-100-2546-1-5553,0,2010-02-28,111,現金,会費,5715,0,4636162
16726,0001-20100228-81-2527-1-5515,0,2010-02-28,322,未払金,お茶代,18953,0,4655115
,,,2010-02,,※※月計※※,,576059,0,
16966,0001-20100310-76-2615-1-5691,0,2010-03-10,322,未払金,社員夜食代,71867,0,4726982
17354,0001-20100320-79-2678-1-5817,0,2010-03-20,111,現金,景品代,93822,0,4820804
17437,0001-20100322-3-2705-1-5871,0,2010-03-22,322,未払金,宿泊代,30653,0,4851457
17621,0001-20100324-60-2721-1-5903,0,2010-03-24,322,未払金,お茶代,19524,0,4870981
17625,0001-20100324-81-2722-1-5905,0,2010-03-24,322,未払金,お茶代,43620,0,4914601
17664,0001-20100325-121-2734-1-5929,0,2010-03-25,111,現金,お茶代,15715,0,4930316
17708,0001-20100326-139-2747-1-5955,0,2010-03-26,322,未払金,社員夜食代,61951,0,4992267
17726,0001-20100326-38-2740-1-5941,0,2010-03-26,322,未払金,宿泊費,45871,0,5038138
17805,0001-20100328-39-2757-1-5975,0,2010-03-28,111,現金,会費,8572,0,5046710
17853,0001-20100331-100-2785-1-6031,0,2010-03-31,111,現金,会費,5715,0,5052425
,,,2010-03,,※※月計※※,会費,397310,0,5052425
