num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
4866,0001-20090710-112-761-1-1983,0,2009-07-10,131,普通預金,電話代,235063,0,3620787
4896,0001-20090710-167-766-1-1993,3,2009-07-10,131,普通預金,電話代,158107,0,3778894
4910,0001-20090710-33-748-1-1957,3,2009-07-10,131,普通預金,電話代,147954,0,3926848
4942,0001-20090710-85-753-1-1967,0,2009-07-10,131,普通預金,電話代,79642,0,4006490
5131,0001-20090716-61-792-1-2045,0,2009-07-16,131,普通預金,電話代,128169,0,4134659
5150,0001-20090718-123-800-1-2061,0,2009-07-18,111,現金,切手代,15239,0,4149898
5503,0001-20090725-171-872-1-2205,0,2009-07-25,131,普通預金,携帯代,67711,0,4217609
5513,0001-20090725-29-855-1-2171,0,2009-07-25,131,普通預金,携帯電話代,80336,0,4297945
5650,0001-20090725-87-860-1-2181,0,2009-07-25,131,普通預金,携帯代,60237,0,4358182
5664,0001-20090726-113-876-1-2213,0,2009-07-26,131,普通預金,携帯代,46899,0,4405081
5715,0001-20090727-62-883-1-2227,0,2009-07-27,131,普通預金,携帯代,104996,0,4510077
,,,2009-07,,※※月計※※,,1124353,0,
6350,0001-20090809-112-976-1-2413,0,2009-08-09,131,普通預金,電話代,173770,0,4683847
6410,0001-20090810-167-997-1-2455,3,2009-08-10,131,普通預金,電話代,114963,0,4798810
6431,0001-20090810-33-979-1-2419,3,2009-08-10,131,普通預金,電話代,122524,0,4921334
6527,0001-20090811-85-1002-1-2465,0,2009-08-11,131,普通預金,電話代,84256,0,5005590
6545,0001-20090814-61-1008-1-2477,0,2009-08-14,131,普通預金,電話代,139612,0,5145202
6685,0001-20090819-84-1032-1-2525,0,2009-08-19,111,現金,切手代,7620,0,5152822
6919,0001-20090823-29-1078-1-2617,0,2009-08-23,131,普通預金,携帯電話代,68959,0,5221781
7101,0001-20090825-171-1098-1-2657,0,2009-08-25,131,普通預金,携帯代,66028,0,5287809
7115,0001-20090825-62-1088-1-2637,0,2009-08-25,131,普通預金,携帯代,91864,0,5379673
7133,0001-20090825-87-1091-1-2643,0,2009-08-25,131,普通預金,携帯代,49176,0,5428849
7139,0001-20090826-113-1101-1-2663,0,2009-08-26,131,普通預金,携帯代,78530,0,5507379
,,,2009-08,,※※月計※※,,997302,0,
7877,0001-20090910-85-1210-1-2881,0,2009-09-10,131,普通預金,電話代,65860,0,5573239
7916,0001-20090911-112-1228-1-2917,0,2009-09-11,131,普通預金,電話代,159623,0,5732862
7941,0001-20090911-167-1232-1-2925,3,2009-09-11,131,普通預金,電話代,105472,0,5838334
7960,0001-20090911-33-1223-1-2907,3,2009-09-11,131,普通預金,電話代,161181,0,5999515
8039,0001-20090914-61-1244-1-2949,0,2009-09-14,131,普通預金,電話代,123499,0,6123014
8420,0001-20090924-62-1312-1-3085,0,2009-09-24,131,普通預金,携帯代,95806,0,6218820
8474,0001-20090925-29-1318-1-3097,0,2009-09-25,131,普通預金,携帯電話代,90045,0,6308865
8627,0001-20090926-87-1333-1-3127,0,2009-09-26,131,普通預金,携帯代,42016,0,6350881
8633,0001-20090927-113-1342-1-3145,0,2009-09-27,131,普通預金,携帯代,71124,0,6422005
8653,0001-20090927-171-1344-1-3149,0,2009-09-27,131,普通預金,携帯代,52555,0,6474560
,,,2009-09,,※※月計※※,,967181,0,
9318,0001-20091010-112-1459-1-3379,0,2009-10-10,131,普通預金,電話代,137453,0,6612013
9344,0001-20091010-167-1463-1-3387,3,2009-10-10,131,普通預金,電話代,116650,0,6728663
9361,0001-20091010-33-1443-1-3347,3,2009-10-10,131,普通預金,電話代,129035,0,6857698
9406,0001-20091010-85-1450-1-3361,0,2009-10-10,131,普通預金,電話代,89086,0,6946784
9582,0001-20091016-61-1488-1-3437,0,2009-10-16,131,普通預金,電話代,123965,0,7070749
9623,0001-20091018-86-1495-1-3451,0,2009-10-18,111,現金,切手代,7620,0,7078369
9938,0001-20091025-171-1560-1-3581,0,2009-10-25,131,普通預金,携帯代,40099,0,7118468
9947,0001-20091025-29-1548-1-3557,0,2009-10-25,131,普通預金,携帯電話代,120521,0,7238989
10111,0001-20091026-62-1564-1-3589,0,2009-10-26,131,普通預金,携帯代,70395,0,7309384
10121,0001-20091027-113-1575-1-3611,0,2009-10-27,131,普通預金,携帯代,83960,0,7393344
10144,0001-20091027-87-1573-1-3607,0,2009-10-27,131,普通預金,携帯代,28222,0,7421566
,,,2009-10,,※※月計※※,,947006,0,
10769,0001-20091109-85-1667-1-3795,0,2009-11-09,131,普通預金,電話代,60860,0,7482426
10807,0001-20091110-167-1689-1-3839,3,2009-11-10,131,普通預金,電話代,135558,0,7617984
10824,0001-20091110-33-1671-1-3803,3,2009-11-10,131,普通預金,電話代,111004,0,7728988
10897,0001-20091111-112-1694-1-3849,0,2009-11-11,131,普通預金,電話代,200348,0,7929336
10985,0001-20091115-61-1707-1-3875,0,2009-11-15,131,普通預金,電話代,111163,0,8040499
11544,0001-20091125-29-1784-1-4029,0,2009-11-25,131,普通預金,携帯電話代,55730,0,8096229
11550,0001-20091125-62-1785-1-4031,0,2009-11-25,131,普通預金,携帯代,66528,0,8162757
11570,0001-20091126-113-1799-1-4059,0,2009-11-26,131,普通預金,携帯代,89205,0,8251962
11611,0001-20091127-171-1808-1-4077,0,2009-11-27,131,普通預金,携帯代,82957,0,8334919
11626,0001-20091127-87-1805-1-4071,0,2009-11-27,131,普通預金,携帯代,33039,0,8367958
,,,2009-11,,※※月計※※,,946392,0,
12270,0001-20091209-112-1902-1-4265,0,2009-12-09,131,普通預金,電話代,165349,0,8533307
12334,0001-20091210-167-1923-1-4307,3,2009-12-10,131,普通預金,電話代,191088,0,8724395
12351,0001-20091210-33-1905-1-4271,3,2009-12-10,131,普通預金,電話代,131910,0,8856305
12388,0001-20091210-85-1911-1-4283,0,2009-12-10,131,普通預金,電話代,77368,0,8933673
12584,0001-20091216-61-1949-1-4359,0,2009-12-16,131,普通預金,電話代,134952,0,9068625
12636,0001-20091218-86-1962-1-4385,0,2009-12-18,111,現金,切手代,15239,0,9083864
12961,0001-20091224-87-2026-1-4513,0,2009-12-24,131,普通預金,携帯代,65861,0,9149725
13014,0001-20091225-29-2030-1-4521,0,2009-12-25,131,普通預金,携帯電話代,47399,0,9197124
13213,0001-20091226-113-2049-1-4559,0,2009-12-26,131,普通預金,携帯代,86270,0,9283394
13238,0001-20091226-62-2047-1-4555,0,2009-12-26,131,普通預金,携帯代,89119,0,9372513
13266,0001-20091227-171-2056-1-4573,0,2009-12-27,131,普通預金,携帯代,91880,0,9464393
,,,2009-12,,※※月計※※,,1096435,0,
13797,0001-20100106-123-2124-1-4709,0,2010-01-06,111,現金,切手代,7620,0,9472013
13854,0001-20100109-112-2139-1-4739,0,2010-01-09,131,普通預金,電話代,162908,0,9634921
13860,0001-20100109-85-2138-1-4737,0,2010-01-09,131,普通預金,電話代,101502,0,9736423
13993,0001-20100111-167-2169-1-4799,3,2010-01-11,131,普通預金,電話代,115776,0,9852199
14004,0001-20100111-33-2161-1-4783,3,2010-01-11,131,普通預金,電話代,168556,0,10020755
14096,0001-20100114-61-2180-1-4821,0,2010-01-14,131,普通預金,電話代,115850,0,10136605
14577,0001-20100125-171-2272-1-5005,0,2010-01-25,131,普通預金,携帯代,89119,0,10225724
14587,0001-20100125-62-2263-1-4987,0,2010-01-25,131,普通預金,携帯代,75739,0,10301463
14723,0001-20100126-113-2280-1-5021,0,2010-01-26,131,普通預金,携帯代,95585,0,10397048
14729,0001-20100126-29-2274-1-5009,0,2010-01-26,131,普通預金,携帯電話代,73999,0,10471047
14747,0001-20100126-87-2278-1-5017,0,2010-01-26,131,普通預金,携帯代,54850,0,10525897
,,,2010-01,,※※月計※※,,1061504,0,
15479,0001-20100211-112-2401-1-5263,0,2010-02-11,131,普通預金,電話代,151759,0,10677656
15504,0001-20100211-167-2405-1-5271,3,2010-02-11,131,普通預金,電話代,124427,0,10802083
15519,0001-20100211-33-2395-1-5251,3,2010-02-11,131,普通預金,電話代,163130,0,10965213
15545,0001-20100211-85-2400-1-5261,0,2010-02-11,131,普通預金,電話代,79277,0,11044490
15703,0001-20100216-61-2431-1-5323,0,2010-02-16,131,普通預金,電話代,168105,0,11212595
16155,0001-20100224-87-2494-1-5449,0,2010-02-24,131,普通預金,携帯代,68160,0,11280755
16216,0001-20100226-113-2515-1-5491,0,2010-02-26,131,普通預金,携帯代,56982,0,11337737
16241,0001-20100226-29-2509-1-5479,0,2010-02-26,131,普通預金,携帯電話代,63573,0,11401310
16247,0001-20100226-62-2510-1-5481,0,2010-02-26,131,普通預金,携帯代,69189,0,11470499
16273,0001-20100227-171-2524-1-5509,0,2010-02-27,131,普通預金,携帯代,48949,0,11519448
,,,2010-02,,※※月計※※,,993551,0,
16911,0001-20100310-167-2628-1-5717,3,2010-03-10,131,普通預金,電話代,166885,0,11686333
16928,0001-20100310-33-2609-1-5679,3,2010-03-10,131,普通預金,電話代,135586,0,11821919
17006,0001-20100311-112-2631-1-5723,0,2010-03-11,131,普通預金,電話代,255470,0,12077389
17012,0001-20100311-85-2630-1-5721,0,2010-03-11,131,普通預金,電話代,53664,0,12131053
17026,0001-20100312-86-2634-1-5729,0,2010-03-12,111,現金,切手代,7620,0,12138673
17074,0001-20100314-61-2641-1-5743,0,2010-03-14,131,普通預金,電話代,128283,0,12266956
17615,0001-20100324-29-2720-1-5901,0,2010-03-24,131,普通預金,携帯電話代,75890,0,12342846
17702,0001-20100326-113-2746-1-5953,0,2010-03-26,131,普通預金,携帯代,105213,0,12448059
17712,0001-20100326-171-2748-1-5957,0,2010-03-26,131,普通預金,携帯代,54371,0,12502430
17730,0001-20100326-62-2741-1-5943,0,2010-03-26,131,普通預金,携帯代,94805,0,12597235
17781,0001-20100327-87-2754-1-5969,0,2010-03-27,131,普通預金,携帯代,39580,0,12636815
,,,2010-03,,※※月計※※,携帯代,1117367,0,12636815
