num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
3249,0001-20090607-69-507-1-1475,3,2009-06-07,111,現金,洗剤等,1758,0,942948
3339,0001-20090610-168-536-1-1533,0,2009-06-10,322,未払金,有線,6000,0,948948
3342,0001-20090610-168-536-1-1533,3,2009-06-10,322,未払金,警備料,42858,0,991806
3372,0001-20090610-72-524-1-1509,0,2009-06-10,322,未払金,有線,5000,0,996806
3375,0001-20090610-72-524-1-1509,3,2009-06-10,322,未払金,警備料,34286,0,1031092
3461,0001-20090613-73-544-1-1549,3,2009-06-13,111,現金,電池代,441,0,1031533
3555,0001-20090616-136-565-1-1591,0,2009-06-16,111,現金,ダスキン代,15715,0,1047248
3729,0001-20090620-74-582-1-1625,0,2009-06-20,322,未払金,有線,4762,0,1052010
3733,0001-20090620-75-583-1-1627,0,2009-06-20,111,現金,トイレットペーパー他,1028,0,1053038
3810,0001-20090622-166-616-1-1693,0,2009-06-22,111,現金,ダスキン代,1800,0,1054838
3820,0001-20090622-90-610-1-1681,0,2009-06-22,111,現金,ダスキン代,10000,0,1064838
3824,0001-20090622-95-611-1-1683,0,2009-06-22,322,未払金,清掃料,68262,0,1133100
4444,0001-20090630-137-697-1-1855,0,2009-06-30,322,未払金,有線,6000,0,1139100
4447,0001-20090630-137-697-1-1855,3,2009-06-30,322,未払金,警備料,42858,0,1181958
4454,0001-20090630-137-697-1-1855,8,2009-06-30,322,未払金,清掃料,70000,0,1251958
4557,0001-20090630-70-668-1-1797,0,2009-06-30,322,未払金,有線,6000,0,1257958
4560,0001-20090630-70-668-1-1797,3,2009-06-30,322,未払金,警備料,52381,0,1310339
4567,0001-20090630-70-668-1-1797,8,2009-06-30,322,未払金,清掃料,70000,0,1380339
4667,0001-20090630-96-676-1-1813,0,2009-06-30,131,普通預金,警備料,21400,0,1401739
,,,2009-06,,※※月計※※,,464881,0,
4693,0001-20090701-70-712-1-1885,0,2009-07-01,111,現金,電池代,437,0,1402176
4808,0001-20090706-94-733-1-1927,0,2009-07-06,111,現金,トイレットペーパー代,2955,0,1405131
4850,0001-20090708-68-740-1-1941,0,2009-07-08,111,現金,トイレットペーパー他,2249,0,1407380
4899,0001-20090710-168-767-1-1995,0,2009-07-10,322,未払金,有線,6000,0,1413380
4902,0001-20090710-168-767-1-1995,3,2009-07-10,322,未払金,警備料,42858,0,1456238
4926,0001-20090710-67-751-1-1963,0,2009-07-10,322,未払金,有線,5000,0,1461238
4929,0001-20090710-67-751-1-1963,3,2009-07-10,322,未払金,警備料,34286,0,1495524
4997,0001-20090711-69-770-1-2001,0,2009-07-11,111,現金,トイレットペーパー代,760,0,1496284
5000,0001-20090711-69-770-1-2001,3,2009-07-11,111,現金,洗剤代,805,0,1497089
5117,0001-20090716-136-794-1-2049,0,2009-07-16,111,現金,ダスキン代,15715,0,1512804
5298,0001-20090720-69-811-1-2083,0,2009-07-20,322,未払金,有線,4762,0,1517566
5348,0001-20090722-165-843-1-2147,0,2009-07-22,111,現金,洗剤他,2410,0,1519976
5352,0001-20090722-166-844-1-2149,0,2009-07-22,111,現金,ダスキン代,1800,0,1521776
5394,0001-20090722-90-840-1-2141,0,2009-07-22,111,現金,ダスキン代,10000,0,1531776
5398,0001-20090722-95-841-1-2143,0,2009-07-22,322,未払金,清掃料,68262,0,1600038
5410,0001-20090724-137-850-1-2161,0,2009-07-24,322,未払金,有線,6000,0,1606038
5413,0001-20090724-137-850-1-2161,3,2009-07-24,322,未払金,警備料,42858,0,1648896
5420,0001-20090724-137-850-1-2161,8,2009-07-24,322,未払金,清掃料,70000,0,1718896
5811,0001-20090730-70-897-1-2255,0,2009-07-30,322,未払金,有線,6000,0,1724896
5814,0001-20090730-70-897-1-2255,3,2009-07-30,322,未払金,警備料,52381,0,1777277
5816,0001-20090730-70-897-1-2255,5,2009-07-30,322,未払金,清掃料,70000,0,1847277
5820,0001-20090730-71-898-1-2257,0,2009-07-30,111,現金,洗剤代,760,0,1848037
5824,0001-20090730-96-899-1-2259,0,2009-07-30,131,普通預金,警備料,21400,0,1869437
,,,2009-07,,※※月計※※,,467698,0,
6416,0001-20090810-168-998-1-2457,0,2009-08-10,322,未払金,有線,6000,0,1875437
6419,0001-20090810-168-998-1-2457,3,2009-08-10,322,未払金,警備料,42858,0,1918295
6447,0001-20090810-66-981-1-2423,0,2009-08-10,322,未払金,有線,5000,0,1923295
6450,0001-20090810-66-981-1-2423,3,2009-08-10,322,未払金,警備料,34286,0,1957581
6510,0001-20090811-165-1004-1-2469,0,2009-08-11,111,現金,ティッシュ他,743,0,1958324
6631,0001-20090816-136-1023-1-2507,0,2009-08-16,111,現金,ダスキン代,15715,0,1974039
6681,0001-20090819-68-1031-1-2523,0,2009-08-19,111,現金,お茶代,2343,0,1976382
6794,0001-20090820-67-1038-1-2537,0,2009-08-20,322,未払金,有線,4762,0,1981144
6885,0001-20090822-166-1076-1-2613,0,2009-08-22,111,現金,ダスキン代,1800,0,1982944
6897,0001-20090822-69-1070-1-2601,0,2009-08-22,111,現金,のし袋,300,0,1983244
6900,0001-20090822-69-1070-1-2601,3,2009-08-22,111,現金,電池,740,0,1983984
6903,0001-20090822-90-1071-1-2603,0,2009-08-22,111,現金,ダスキン代,10000,0,1993984
6907,0001-20090822-95-1072-1-2605,0,2009-08-22,322,未払金,清掃料,68262,0,2062246
7267,0001-20090830-137-1130-1-2721,0,2009-08-30,322,未払金,有線,6000,0,2068246
7270,0001-20090830-137-1130-1-2721,3,2009-08-30,322,未払金,警備料,42858,0,2111104
7277,0001-20090830-137-1130-1-2721,8,2009-08-30,322,未払金,清掃料,70000,0,2181104
7288,0001-20090830-70-1122-1-2705,0,2009-08-30,322,未払金,有線,6000,0,2187104
7291,0001-20090830-70-1122-1-2705,3,2009-08-30,322,未払金,警備料,52381,0,2239485
7296,0001-20090830-70-1122-1-2705,8,2009-08-30,322,未払金,清掃料,70000,0,2309485
7312,0001-20090830-96-1125-1-2711,0,2009-08-30,131,普通預金,警備料,21400,0,2330885
7676,0001-20090831-94-1141-1-2743,0,2009-08-31,111,現金,お茶代他,4905,0,2335790
,,,2009-08,,※※月計※※,,466353,0,
7714,0001-20090902-70-1178-1-2817,0,2009-09-02,111,現金,お茶代,1076,0,2336866
7722,0001-20090902-94-1180-1-2821,0,2009-09-02,111,現金,洗剤他,758,0,2337624
7738,0001-20090903-69-1187-1-2835,0,2009-09-03,111,現金,ティッシュ代,1146,0,2338770
7841,0001-20090910-168-1221-1-2903,0,2009-09-10,322,未払金,有線,6000,0,2344770
7844,0001-20090910-168-1221-1-2903,3,2009-09-10,322,未払金,警備料,42858,0,2387628
7861,0001-20090910-66-1207-1-2875,0,2009-09-10,322,未払金,有線,5000,0,2392628
7864,0001-20090910-66-1207-1-2875,3,2009-09-10,322,未払金,警備料,34286,0,2426914
8017,0001-20090913-165-1242-1-2945,0,2009-09-13,111,現金,台所用品他,1249,0,2428163
8116,0001-20090916-136-1259-1-2979,0,2009-09-16,111,現金,ダスキン代,15715,0,2443878
8266,0001-20090920-69-1272-1-3005,0,2009-09-20,322,未払金,有線,4762,0,2448640
8354,0001-20090922-166-1306-1-3073,0,2009-09-22,111,現金,ダスキン代,1800,0,2450440
8366,0001-20090922-67-1300-1-3061,0,2009-09-22,111,現金,ティッシュペーパー他,1506,0,2451946
8374,0001-20090922-90-1302-1-3065,0,2009-09-22,111,現金,ダスキン代,10000,0,2461946
8378,0001-20090922-95-1303-1-3067,0,2009-09-22,322,未払金,清掃料,68262,0,2530208
8426,0001-20090924-71-1313-1-3087,0,2009-09-24,111,現金,ティッシュ代他,918,0,2531126
8692,0001-20090929-137-1351-1-3163,0,2009-09-29,322,未払金,有線,6000,0,2537126
8695,0001-20090929-137-1351-1-3163,3,2009-09-29,322,未払金,警備料,42858,0,2579984
8702,0001-20090929-137-1351-1-3163,8,2009-09-29,322,未払金,清掃料,70000,0,2649984
9070,0001-20090930-70-1361-1-3183,0,2009-09-30,322,未払金,有線,6000,0,2655984
9073,0001-20090930-70-1361-1-3183,3,2009-09-30,322,未払金,警備料,52381,0,2708365
9078,0001-20090930-70-1361-1-3183,8,2009-09-30,322,未払金,清掃料,70000,0,2778365
9125,0001-20090930-96-1368-1-3197,0,2009-09-30,131,普通預金,警備料,21400,0,2799765
,,,2009-09,,※※月計※※,,463975,0,
9350,0001-20091010-168-1464-1-3389,0,2009-10-10,322,未払金,有線,6000,0,2805765
9353,0001-20091010-168-1464-1-3389,3,2009-10-10,322,未払金,警備料,42858,0,2848623
9387,0001-20091010-65-1447-1-3355,0,2009-10-10,322,未払金,有線,5000,0,2853623
9390,0001-20091010-65-1447-1-3355,3,2009-10-10,322,未払金,警備料,34286,0,2887909
9498,0001-20091014-68-1474-1-3409,0,2009-10-14,111,現金,トイレットペーパー他,700,0,2888609
9578,0001-20091016-136-1490-1-3441,0,2009-10-16,111,現金,ダスキン代,15715,0,2904324
9588,0001-20091016-94-1489-1-3439,0,2009-10-16,111,現金,トイレットペーパー代,3000,0,2907324
9591,0001-20091016-94-1489-1-3439,3,2009-10-16,111,現金,電池代,1434,0,2908758
9598,0001-20091017-69-1492-1-3445,0,2009-10-17,111,現金,洗剤他,2734,0,2911492
9827,0001-20091022-137-1537-1-3535,0,2009-10-22,322,未払金,有線,6000,0,2917492
9830,0001-20091022-137-1537-1-3535,3,2009-10-22,322,未払金,警備料,42858,0,2960350
9837,0001-20091022-137-1537-1-3535,8,2009-10-22,322,未払金,清掃料,70000,0,3030350
9844,0001-20091022-165-1539-1-3539,0,2009-10-22,111,現金,トイレットペーパー代,1429,0,3031779
9848,0001-20091022-166-1540-1-3541,0,2009-10-22,111,現金,ダスキン代,1800,0,3033579
9867,0001-20091022-90-1534-1-3529,0,2009-10-22,111,現金,ダスキン代,10000,0,3043579
9871,0001-20091022-95-1535-1-3531,0,2009-10-22,322,未払金,清掃料,68262,0,3111841
10219,0001-20091030-70-1584-1-3629,0,2009-10-30,322,未払金,有線,6000,0,3117841
10222,0001-20091030-70-1584-1-3629,3,2009-10-30,322,未払金,警備料,52381,0,3170222
10229,0001-20091030-70-1584-1-3629,8,2009-10-30,322,未払金,清掃料,70000,0,3240222
10237,0001-20091030-96-1586-1-3633,0,2009-10-30,131,普通預金,警備料,21400,0,3261622
,,,2009-10,,※※月計※※,,461857,0,
10614,0001-20091101-165-1638-1-3737,0,2009-11-01,111,現金,お茶代他,3578,0,3265200
10642,0001-20091104-67-1642-1-3745,0,2009-11-04,111,現金,お茶代他,2128,0,3267328
10646,0001-20091104-68-1643-1-3747,0,2009-11-04,111,現金,ティッシュ代他,2881,0,3270209
10813,0001-20091110-168-1690-1-3841,0,2009-11-10,322,未払金,有線,6000,0,3276209
10816,0001-20091110-168-1690-1-3841,3,2009-11-10,322,未払金,警備料,42858,0,3319067
10851,0001-20091110-66-1675-1-3811,0,2009-11-10,322,未払金,有線,5000,0,3324067
10854,0001-20091110-66-1675-1-3811,3,2009-11-10,322,未払金,警備料,34286,0,3358353
11062,0001-20091116-136-1722-1-3905,0,2009-11-16,111,現金,ダスキン代,15715,0,3374068
11234,0001-20091120-66-1738-1-3937,0,2009-11-20,322,未払金,有線,4762,0,3378830
11285,0001-20091121-69-1759-1-3979,0,2009-11-21,111,現金,ティッシュ代,1077,0,3379907
11304,0001-20091122-166-1770-1-4001,0,2009-11-22,111,現金,ダスキン代,1800,0,3381707
11320,0001-20091122-90-1765-1-3991,0,2009-11-22,111,現金,ダスキン代,10000,0,3391707
11324,0001-20091122-95-1766-1-3993,0,2009-11-22,322,未払金,清掃料,68262,0,3459969
11463,0001-20091123-94-1776-1-4013,0,2009-11-23,111,現金,洗剤代,1527,0,3461496
11658,0001-20091129-137-1817-1-4095,0,2009-11-29,322,未払金,有線,6000,0,3467496
11661,0001-20091129-137-1817-1-4095,3,2009-11-29,322,未払金,警備料,42858,0,3510354
11668,0001-20091129-137-1817-1-4095,8,2009-11-29,322,未払金,清掃料,70000,0,3580354
12064,0001-20091130-69-1828-1-4117,0,2009-11-30,111,現金,洗剤代,700,0,3581054
12068,0001-20091130-70-1829-1-4119,0,2009-11-30,322,未払金,有線,6000,0,3587054
12071,0001-20091130-70-1829-1-4119,3,2009-11-30,322,未払金,警備料,52381,0,3639435
12078,0001-20091130-70-1829-1-4119,8,2009-11-30,322,未払金,清掃料,70000,0,3709435
12108,0001-20091130-96-1835-1-4131,0,2009-11-30,131,普通預金,警備料,21400,0,3730835
,,,2009-11,,※※月計※※,,469213,0,
12239,0001-20091207-69-1896-1-4253,0,2009-12-07,111,現金,洗剤代,380,0,3731215
12242,0001-20091207-69-1896-1-4253,3,2009-12-07,111,現金,台所用品,2710,0,3733925
12244,0001-20091207-69-1896-1-4253,5,2009-12-07,111,現金,洗剤代,856,0,3734781
12340,0001-20091210-168-1924-1-4309,0,2009-12-10,322,未払金,有線,6000,0,3740781
12343,0001-20091210-168-1924-1-4309,3,2009-12-10,322,未払金,警備料,42858,0,3783639
12378,0001-20091210-69-1909-1-4279,0,2009-12-10,322,未払金,有線,5000,0,3788639
12381,0001-20091210-69-1909-1-4279,3,2009-12-10,322,未払金,警備料,34286,0,3822925
12556,0001-20091216-136-1951-1-4363,0,2009-12-16,111,現金,ダスキン代,15715,0,3838640
12749,0001-20091220-73-1974-1-4409,0,2009-12-20,322,未払金,有線,4762,0,3843402
12847,0001-20091221-94-2000-1-4461,0,2009-12-21,111,現金,しめ飾り他,5121,0,3848523
12864,0001-20091222-166-2016-1-4493,0,2009-12-22,111,現金,ダスキン代,1800,0,3850323
12889,0001-20091222-72-2007-1-4475,7,2009-12-22,111,現金,しめ飾り、鏡もち他,8589,0,3858912
12893,0001-20091222-74-2008-1-4477,0,2009-12-22,111,現金,しめ飾り他,4465,0,3863377
12905,0001-20091222-90-2011-1-4483,0,2009-12-22,111,現金,ダスキン代,10000,0,3873377
12909,0001-20091222-95-2012-1-4485,0,2009-12-22,322,未払金,清掃料,68262,0,3941639
12929,0001-20091223-71-2021-1-4503,0,2009-12-23,111,現金,しめ飾り他,4572,0,3946211
13219,0001-20091226-165-2050-1-4561,0,2009-12-26,111,現金,しめ飾り代他,4762,0,3950973
13222,0001-20091226-165-2050-1-4561,3,2009-12-26,111,現金,洗剤他,1146,0,3952119
13366,0001-20091230-137-2076-1-4613,0,2009-12-30,322,未払金,有線,6000,0,3958119
13369,0001-20091230-137-2076-1-4613,3,2009-12-30,322,未払金,警備料,42858,0,4000977
13376,0001-20091230-137-2076-1-4613,8,2009-12-30,322,未払金,清掃料,70000,0,4070977
13400,0001-20091230-70-2070-1-4601,0,2009-12-30,322,未払金,有線,6000,0,4076977
13403,0001-20091230-70-2070-1-4601,3,2009-12-30,322,未払金,警備料,52381,0,4129358
13410,0001-20091230-70-2070-1-4601,8,2009-12-30,322,未払金,清掃料,70000,0,4199358
13414,0001-20091230-96-2071-1-4603,0,2009-12-30,131,普通預金,警備料,21400,0,4220758
,,,2009-12,,※※月計※※,,489923,0,
13905,0001-20100110-168-2160-1-4781,0,2010-01-10,322,未払金,有線,6000,0,4226758
13908,0001-20100110-168-2160-1-4781,3,2010-01-10,322,未払金,警備料,42858,0,4269616
13938,0001-20100110-67-2146-1-4753,0,2010-01-10,322,未払金,有線,5000,0,4274616
13941,0001-20100110-67-2146-1-4753,3,2010-01-10,322,未払金,警備料,34286,0,4308902
13944,0001-20100110-71-2147-1-4755,0,2010-01-10,111,現金,お茶他,3005,0,4311907
14030,0001-20100111-94-2166-1-4793,0,2010-01-11,111,現金,お茶代他,1940,0,4313847
14132,0001-20100115-165-2196-1-4853,0,2010-01-15,111,現金,電池代他,960,0,4314807
14197,0001-20100116-136-2200-1-4861,0,2010-01-16,111,現金,ダスキン代,15715,0,4330522
14253,0001-20100119-69-2208-1-4877,0,2010-01-19,111,現金,お茶代他,2616,0,4333138
14381,0001-20100120-70-2219-1-4899,0,2010-01-20,322,未払金,有線,4762,0,4337900
14435,0001-20100121-69-2241-1-4943,0,2010-01-21,111,現金,お茶代他,2275,0,4340175
14465,0001-20100122-166-2251-1-4963,0,2010-01-22,111,現金,ダスキン代,1800,0,4341975
14473,0001-20100122-90-2247-1-4955,0,2010-01-22,111,現金,ダスキン代,10000,0,4351975
14477,0001-20100122-95-2248-1-4957,0,2010-01-22,322,未払金,清掃料,68262,0,4420237
14517,0001-20100124-137-2260-1-4981,0,2010-01-24,322,未払金,有線,6000,0,4426237
14520,0001-20100124-137-2260-1-4981,3,2010-01-24,322,未払金,警備料,42858,0,4469095
14527,0001-20100124-137-2260-1-4981,8,2010-01-24,322,未払金,清掃料,62420,0,4531515
14859,0001-20100130-70-2295-1-5051,0,2010-01-30,322,未払金,有線,6000,0,4537515
14862,0001-20100130-70-2295-1-5051,3,2010-01-30,322,未払金,警備料,52381,0,4589896
14869,0001-20100130-70-2295-1-5051,8,2010-01-30,322,未払金,清掃料,70000,0,4659896
14881,0001-20100130-96-2298-1-5057,0,2010-01-30,131,普通預金,警備料,21400,0,4681296
,,,2010-01,,※※月計※※,,460538,0,
15269,0001-20100201-67-2351-1-5163,0,2010-02-01,111,現金,ティッシュ他,980,0,4682276
15287,0001-20100202-94-2353-1-5167,0,2010-02-02,111,現金,台所用品他,964,0,4683240
15414,0001-20100210-168-2393-1-5247,0,2010-02-10,322,未払金,有線,6000,0,4689240
15417,0001-20100210-168-2393-1-5247,3,2010-02-10,322,未払金,警備料,42858,0,4732098
15435,0001-20100210-65-2382-1-5225,0,2010-02-10,322,未払金,有線,5000,0,4737098
15438,0001-20100210-65-2382-1-5225,3,2010-02-10,322,未払金,警備料,34286,0,4771384
15495,0001-20100211-165-2404-1-5269,0,2010-02-11,111,現金,ティッシュ代他,1272,0,4772656
15689,0001-20100216-136-2433-1-5327,0,2010-02-16,111,現金,ダスキン代,15715,0,4788371
15875,0001-20100220-66-2451-1-5363,0,2010-02-20,322,未払金,有線,4762,0,4793133
15915,0001-20100221-137-2476-1-5413,0,2010-02-21,322,未払金,有線,6000,0,4799133
15918,0001-20100221-137-2476-1-5413,3,2010-02-21,322,未払金,警備料,42858,0,4841991
15925,0001-20100221-137-2476-1-5413,8,2010-02-21,322,未払金,清掃料,53735,0,4895726
15963,0001-20100222-166-2481-1-5423,0,2010-02-22,111,現金,ダスキン代,1800,0,4897526
15967,0001-20100222-90-2478-1-5417,0,2010-02-22,111,現金,ダスキン代,10000,0,4907526
15971,0001-20100222-95-2479-1-5419,0,2010-02-22,322,未払金,清掃料,68262,0,4975788
16691,0001-20100228-70-2538-1-5537,0,2010-02-28,322,未払金,有線,6000,0,4981788
16694,0001-20100228-70-2538-1-5537,3,2010-02-28,322,未払金,警備料,52381,0,5034169
16701,0001-20100228-70-2538-1-5537,8,2010-02-28,322,未払金,清掃料,70000,0,5104169
16734,0001-20100228-96-2544-1-5549,0,2010-02-28,131,普通預金,警備料,21400,0,5125569
,,,2010-02,,※※月計※※,,444273,0,
16744,0001-20100301-66-2580-1-5621,0,2010-03-01,111,現金,ティッシュ他,4094,0,5129663
16851,0001-20100307-69-2599-1-5659,0,2010-03-07,111,現金,トイレットペーパー代,1332,0,5130995
16917,0001-20100310-168-2629-1-5719,0,2010-03-10,322,未払金,有線,6000,0,5136995
16920,0001-20100310-168-2629-1-5719,3,2010-03-10,322,未払金,警備料,42858,0,5179853
16960,0001-20100310-65-2614-1-5689,0,2010-03-10,322,未払金,有線,5000,0,5184853
16963,0001-20100310-65-2614-1-5689,3,2010-03-10,322,未払金,警備料,34286,0,5219139
17018,0001-20100312-68-2632-1-5725,0,2010-03-12,111,現金,電池代,600,0,5219739
17169,0001-20100316-136-2657-1-5775,0,2010-03-16,111,現金,ダスキン代,15715,0,5235454
17203,0001-20100317-94-2663-1-5787,0,2010-03-17,111,現金,トイレットペーパー他,2980,0,5238434
17308,0001-20100320-165-2696-1-5853,0,2010-03-20,111,現金,懇親会会費,9524,0,5247958
17332,0001-20100320-67-2674-1-5809,0,2010-03-20,322,未払金,有線,4762,0,5252720
17429,0001-20100322-166-2712-1-5885,0,2010-03-22,111,現金,ダスキン代,1800,0,5254520
17447,0001-20100322-90-2708-1-5877,0,2010-03-22,111,現金,ダスキン代,9048,0,5263568
17451,0001-20100322-95-2709-1-5879,0,2010-03-22,322,未払金,清掃料,68262,0,5331830
17787,0001-20100328-137-2759-1-5979,0,2010-03-28,322,未払金,有線,6000,0,5337830
17790,0001-20100328-137-2759-1-5979,3,2010-03-28,322,未払金,警備料,42858,0,5380688
17797,0001-20100328-137-2759-1-5979,8,2010-03-28,322,未払金,清掃料,55334,0,5436022
18274,0001-20100331-70-2778-1-6017,0,2010-03-31,322,未払金,有線,6000,0,5442022
18277,0001-20100331-70-2778-1-6017,3,2010-03-31,322,未払金,警備料,52381,0,5494403
18284,0001-20100331-70-2778-1-6017,8,2010-03-31,322,未払金,清掃料,70000,0,5564403
18325,0001-20100331-96-2783-1-6027,0,2010-03-31,131,普通預金,警備料,21400,0,5585803
,,,2010-03,,※※月計※※,警備料,460234,0,5585803
