num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
10567,0001-20091031-63-1594-1-3649,1,2009-10-31,131,普通預金,保険料,81000,0,2112740
10581,0001-20091031-70-1597-1-3655,1,2009-10-31,131,普通預金,保険料,62000,0,2174740
10586,0001-20091031-71-1598-1-3657,1,2009-10-31,131,普通預金,保険料支払い,57000,0,2231740
,,,2009-10,,※※月計※※,,318820,0,
11618,0001-20091127-30-1803-1-4067,1,2009-11-27,131,普通預金,保険料支払,54320,0,2286060
11824,0001-20091130-115-1844-1-4149,13,2009-11-30,131,普通預金,保険料,64500,0,2350560
12054,0001-20091130-63-1826-1-4113,1,2009-11-30,131,普通預金,保険料,81000,0,2431560
12083,0001-20091130-71-1830-1-4121,1,2009-11-30,131,普通預金,保険料,62000,0,2493560
12088,0001-20091130-72-1831-1-4123,1,2009-11-30,131,普通預金,保険料支払い,57000,0,2550560
,,,2009-11,,※※月計※※,,318820,0,
13273,0001-20091227-30-2053-1-4567,1,2009-12-27,131,普通預金,保険料支払,54320,0,2604880
13359,0001-20091230-115-2074-1-4609,1,2009-12-30,131,普通預金,保険料,64500,0,2669380
13704,0001-20091231-63-2079-1-4619,1,2009-12-31,131,普通預金,保険料,81000,0,2750380
13709,0001-20091231-78-2080-1-4621,1,2009-12-31,131,普通預金,保険料,62000,0,2812380
13714,0001-20091231-79-2081-1-4623,1,2009-12-31,131,普通預金,保険料支払い,57000,0,2869380
,,,2009-12,,※※月計※※,,318820,0,
14766,0001-20100127-30-2282-1-5025,1,2010-01-27,131,普通預金,保険料支払,54320,0,2923700
14811,0001-20100130-115-2300-1-5061,1,2010-01-30,131,普通預金,保険料,64500,0,2988200
15231,0001-20100131-63-2308-1-5077,1,2010-01-31,131,普通預金,保険料,81000,0,3069200
15245,0001-20100131-74-2311-1-5083,1,2010-01-31,131,普通預金,保険料,62000,0,3131200
15250,0001-20100131-75-2312-1-5085,1,2010-01-31,131,普通預金,保険料支払い,57000,0,3188200
,,,2010-01,,※※月計※※,,318820,0,
16280,0001-20100227-30-2521-1-5503,1,2010-02-27,131,普通預金,保険料支払,54320,0,3242520
16415,0001-20100228-115-2552-1-5565,13,2010-02-28,131,普通預金,保険料,64500,0,3307020
16678,0001-20100228-63-2537-1-5535,1,2010-02-28,131,普通預金,保険料,81000,0,3388020
16706,0001-20100228-72-2539-1-5539,1,2010-02-28,131,普通預金,保険料,62000,0,3450020
16711,0001-20100228-73-2540-1-5541,1,2010-02-28,131,普通預金,保険料支払い,57000,0,3507020
,,,2010-02,,※※月計※※,,318820,0,
17761,0001-20100327-30-2750-1-5961,1,2010-03-27,131,普通預金,保険料支払,54320,0,3561340
17960,0001-20100331-115-2791-1-6043,6,2010-03-31,131,普通預金,保険料,64500,0,3625840
18261,0001-20100331-63-2775-1-6011,1,2010-03-31,131,普通預金,保険料,81000,0,3706840
18288,0001-20100331-70-2778-1-6017,12,2010-03-31,131,普通預金,保険料,62000,0,3768840
18293,0001-20100331-72-2779-1-6019,1,2010-03-31,131,普通預金,保険料支払い,57000,0,3825840
,,,2010-03,,※※月計※※,保険料支払い,318820,0,3825840
