num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
1341,0001-20090430-285-227-1-915,18,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,389664,6657994
1342,0001-20090430-285-227-1-915,19,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,19481,6638513
1344,0001-20090430-285-227-1-915,21,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,69720,6568793
1345,0001-20090430-285-227-1-915,22,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,3487,6565306
1347,0001-20090430-285-227-1-915,24,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,180480,6384826
1348,0001-20090430-285-227-1-915,25,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,9024,6375802
1350,0001-20090430-285-227-1-915,27,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,20640,6355162
1351,0001-20090430-285-227-1-915,28,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,1032,6354130
1354,0001-20090430-286-228-1-917,0,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,1650592,4703538
1355,0001-20090430-286-228-1-917,1,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,82513,4621025
1357,0001-20090430-286-228-1-917,3,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,1060368,3560657
1358,0001-20090430-286-228-1-917,4,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,52998,3507659
1360,0001-20090430-286-228-1-917,6,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,3226252,281407
1361,0001-20090430-286-228-1-917,7,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,161293,120114
1363,0001-20090430-286-228-1-917,9,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,145632,-25518
1364,0001-20090430-286-228-1-917,10,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,7281,-32799
1366,0001-20090430-286-228-1-917,12,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,16160,-48959
1367,0001-20090430-286-228-1-917,13,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,808,-49767
1369,0001-20090430-286-228-1-917,15,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,40608,-90375
1370,0001-20090430-286-228-1-917,16,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,2030,-92405
1372,0001-20090430-286-228-1-917,18,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,11232,-103637
1373,0001-20090430-286-228-1-917,19,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,561,-104198
1376,0001-20090430-287-229-1-919,0,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,862456,-966654
1377,0001-20090430-287-229-1-919,1,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,43099,-1009753
1379,0001-20090430-287-229-1-919,3,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,2754292,-3764045
1380,0001-20090430-287-229-1-919,4,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,137701,-3901746
1382,0001-20090430-287-229-1-919,6,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,32940,-3934686
1383,0001-20090430-287-229-1-919,7,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,1647,-3936333
1385,0001-20090430-287-229-1-919,9,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,3162048,-7098381
1386,0001-20090430-287-229-1-919,10,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,158098,-7256479
1389,0001-20090430-287-229-1-919,13,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,3281632,-10538111
1390,0001-20090430-287-229-1-919,14,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,164054,-10702165
1391,0001-20090430-287-229-1-919,15,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,67680,-10769845
1392,0001-20090430-287-229-1-919,16,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,3384,-10773229
1394,0001-20090430-287-229-1-919,18,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,279456,-11052685
1395,0001-20090430-287-229-1-919,19,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,13971,-11066656
1397,0001-20090430-287-229-1-919,21,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,21408,-11088064
1398,0001-20090430-287-229-1-919,22,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,1070,-11089134
1400,0001-20090430-287-229-1-919,24,2009-04-30,551,仕入値引戻し高,09年4月1日～09年4月30日分仕入,0,20640,-11109774
1401,0001-20090430-287-229-1-919,25,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,1034,-11110808
1404,0001-20090430-288-230-1-921,0,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,70848,-11181656
1405,0001-20090430-288-230-1-921,1,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,3542,-11185198
1407,0001-20090430-288-230-1-921,3,2009-04-30,541,商品仕入高,09年4月1日～09年4月30日分仕入,0,22560,-11207758
1408,0001-20090430-288-230-1-921,4,2009-04-30,191,仮払消費税等,09年4月1日～09年4月30日分仕入,0,1128,-11208886
1412,0001-20090430-289-231-1-923,1,2009-04-30,301,支払手形,09年4月30日伝票No124鈴木販売株式会社,4640751,0,-6568135
1415,0001-20090430-290-232-1-925,1,2009-04-30,131,普通預金,09年4月30日伝票No125株式会社　有江,497372,0,-6070763
1420,0001-20090430-291-233-1-927,1,2009-04-30,131,普通預金,09年4月30日伝票No128ナカムラ産業株式会社,1370598,0,-4700165
1425,0001-20090430-292-234-1-929,1,2009-04-30,131,普通預金,09年4月30日伝票No129合同会社　ウェスト,4036321,0,-663844
1430,0001-20090430-293-235-1-931,1,2009-04-30,131,普通預金,09年4月30日伝票No131株式会社　はなまる商事,1710087,0,1046243
1435,0001-20090430-294-236-1-933,1,2009-04-30,131,普通預金,09年4月30日伝票No279株式会社　Pole,1829520,0,2875763
1440,0001-20090430-295-237-1-935,1,2009-04-30,301,支払手形,09年4月30日伝票No282小藤丸株式会社,5237507,0,8113270
1443,0001-20090430-296-238-1-937,1,2009-04-30,131,普通預金,09年4月30日伝票No285株式会社　サンセット,5522383,0,13635653
1448,0001-20090430-297-239-1-939,1,2009-04-30,301,支払手形,09年4月30日伝票No286斉藤産業株式会社,2599235,0,16234888
,,,2009-04,,※※月計※※,,51928919,35694031,
1789,0001-20090510-94-285-1-1031,1,2009-05-10,152,売掛金,09年5月10日伝票No473株式会社　チェック,1557106,0,17791994
1800,0001-20090510-96-287-1-1035,1,2009-05-10,301,支払手形,09年5月10日伝票No137株式会社　チェック,1379646,0,19171640
1803,0001-20090510-97-288-1-1037,1,2009-05-10,131,普通預金,09年5月10日伝票No139株式会社　山下,634838,0,19806478
1937,0001-20090515-103-326-1-1113,1,2009-05-15,131,普通預金,09年5月15日伝票No140株式会社　Y2,4297106,0,24103584
2075,0001-20090520-107-353-1-1167,1,2009-05-20,131,普通預金,09年5月20日伝票No141株式会社　アタッチ,905555,0,25009139
2080,0001-20090520-108-354-1-1169,1,2009-05-20,131,普通預金,09年5月20日伝票No144株式会社　ハナダ,5204428,0,30213567
2085,0001-20090520-109-355-1-1171,1,2009-05-20,131,普通預金,09年5月20日伝票No145株式会社　まつむら,4109548,0,34323115
2865,0001-20090531-125-462-1-1385,0,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,69120,34253995
2866,0001-20090531-125-462-1-1385,1,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,3456,34250539
2868,0001-20090531-125-462-1-1385,3,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,129024,34121515
2869,0001-20090531-125-462-1-1385,4,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,6450,34115065
2872,0001-20090531-126-463-1-1387,0,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,4067424,30047641
2873,0001-20090531-126-463-1-1387,1,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,203369,29844272
2875,0001-20090531-126-463-1-1387,3,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,5847125,23997147
2876,0001-20090531-126-463-1-1387,4,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,292310,23704837
2878,0001-20090531-126-463-1-1387,6,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,40368,23664469
2879,0001-20090531-126-463-1-1387,7,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,2018,23662451
2881,0001-20090531-126-463-1-1387,9,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,2758080,20904371
2882,0001-20090531-126-463-1-1387,10,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,137904,20766467
2884,0001-20090531-126-463-1-1387,12,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,2959872,17806595
2885,0001-20090531-126-463-1-1387,13,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,147963,17658632
2888,0001-20090531-126-463-1-1387,16,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,600768,17057864
2889,0001-20090531-126-463-1-1387,17,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,30032,17027832
2890,0001-20090531-126-463-1-1387,18,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,1230336,15797496
2891,0001-20090531-126-463-1-1387,19,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,61503,15735993
2893,0001-20090531-126-463-1-1387,21,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,314496,15421497
2894,0001-20090531-126-463-1-1387,22,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,15724,15405773
2896,0001-20090531-126-463-1-1387,24,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,133632,15272141
2897,0001-20090531-126-463-1-1387,25,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,6681,15265460
2899,0001-20090531-126-463-1-1387,27,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,77280,15188180
2900,0001-20090531-126-463-1-1387,28,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,3864,15184316
2903,0001-20090531-127-464-1-1389,0,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,3380736,11803580
2904,0001-20090531-127-464-1-1389,1,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,169023,11634557
2906,0001-20090531-127-464-1-1389,3,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,1687680,9946877
2907,0001-20090531-127-464-1-1389,4,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,84366,9862511
2909,0001-20090531-127-464-1-1389,6,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,1099408,8763103
2910,0001-20090531-127-464-1-1389,7,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,54947,8708156
2912,0001-20090531-127-464-1-1389,9,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,12288,8695868
2913,0001-20090531-127-464-1-1389,10,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,615,8695253
2915,0001-20090531-127-464-1-1389,12,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,16512,8678741
2916,0001-20090531-127-464-1-1389,13,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,825,8677916
2918,0001-20090531-127-464-1-1389,15,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,181440,8496476
2919,0001-20090531-127-464-1-1389,16,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,9070,8487406
2922,0001-20090531-128-465-1-1391,0,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,2886432,5600974
2923,0001-20090531-128-465-1-1391,1,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,144285,5456689
2925,0001-20090531-128-465-1-1391,3,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,3362160,2094529
2926,0001-20090531-128-465-1-1391,4,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,168102,1926427
2928,0001-20090531-128-465-1-1391,6,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,3566016,-1639589
2929,0001-20090531-128-465-1-1391,7,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,178294,-1817883
2931,0001-20090531-128-465-1-1391,9,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,882048,-2699931
2932,0001-20090531-128-465-1-1391,10,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,44085,-2744016
2934,0001-20090531-128-465-1-1391,12,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,161280,-2905296
2935,0001-20090531-128-465-1-1391,13,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,8064,-2913360
2937,0001-20090531-128-465-1-1391,15,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,53376,-2966736
2938,0001-20090531-128-465-1-1391,16,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,2668,-2969404
2940,0001-20090531-128-465-1-1391,18,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,270144,-3239548
2941,0001-20090531-128-465-1-1391,19,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,13504,-3253052
2943,0001-20090531-128-465-1-1391,21,2009-05-31,551,仕入値引戻し高,09年5月1日～09年5月31日分仕入,0,21120,-3274172
2944,0001-20090531-128-465-1-1391,22,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,1056,-3275228
2947,0001-20090531-129-466-1-1393,0,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,23040,-3298268
2948,0001-20090531-129-466-1-1393,1,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,1152,-3299420
2950,0001-20090531-129-466-1-1393,3,2009-05-31,541,商品仕入高,09年5月1日～09年5月31日分仕入,0,52416,-3351836
2951,0001-20090531-129-466-1-1393,4,2009-05-31,191,仮払消費税等,09年5月1日～09年5月31日分仕入,0,2620,-3354456
2955,0001-20090531-130-467-1-1395,1,2009-05-31,131,普通預金,09年5月31日伝票No146株式会社　Pole,1115850,0,-2238606
2960,0001-20090531-131-468-1-1397,1,2009-05-31,301,支払手形,09年5月31日伝票No147小藤丸株式会社,3467360,0,1228754
2963,0001-20090531-132-469-1-1399,1,2009-05-31,131,普通預金,09年5月31日伝票No148株式会社　サンセット,3387545,0,4616299
2968,0001-20090531-133-470-1-1401,1,2009-05-31,301,支払手形,09年5月31日伝票No149斉藤産業株式会社,1744898,0,6361197
2971,0001-20090531-134-471-1-1403,1,2009-05-31,131,普通預金,09年5月31日伝票No150鈴木販売株式会社,2926580,0,9287777
2976,0001-20090531-135-472-1-1405,1,2009-05-31,131,普通預金,09年5月31日伝票No151株式会社　有江,322812,0,9610589
2981,0001-20090531-136-473-1-1407,1,2009-05-31,131,普通預金,09年5月31日伝票No152ナカムラ産業株式会社,1985810,0,11596399
2986,0001-20090531-137-474-1-1409,1,2009-05-31,131,普通預金,09年5月31日伝票No153合同会社　ウェスト,2584863,0,14181262
2991,0001-20090531-138-475-1-1411,1,2009-05-31,131,普通預金,09年5月31日伝票No154株式会社　はなまる商事,1130334,0,15311596
,,,2009-05,,※※月計※※,,36754279,37677571,
3323,0001-20090610-101-532-1-1525,1,2009-06-10,301,支払手形,09年6月10日伝票No155株式会社　チェック,2653685,0,17965281
3326,0001-20090610-102-533-1-1527,1,2009-06-10,131,普通預金,09年6月10日伝票No156株式会社　山下,350582,0,18315863
3404,0001-20090610-99-530-1-1521,1,2009-06-10,152,売掛金,09年6月10日伝票No474株式会社　チェック,535294,0,18851157
3519,0001-20090615-109-560-1-1581,1,2009-06-15,131,普通預金,09年6月15日伝票No157株式会社　Y2,6105076,0,24956233
3619,0001-20090620-113-594-1-1649,1,2009-06-20,131,普通預金,09年6月20日伝票No158株式会社　アタッチ,926133,0,25882366
3624,0001-20090620-114-595-1-1651,1,2009-06-20,131,普通預金,09年6月20日伝票No159株式会社　ハナダ,3342624,0,29224990
3629,0001-20090620-115-596-1-1653,1,2009-06-20,131,普通預金,09年6月20日伝票No160株式会社　まつむら,4313179,0,33538169
4344,0001-20090630-131-691-1-1843,0,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,73872,33464297
4345,0001-20090630-131-691-1-1843,1,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,3693,33460604
4347,0001-20090630-131-691-1-1843,3,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,47040,33413564
4348,0001-20090630-131-691-1-1843,4,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,2352,33411212
4351,0001-20090630-132-692-1-1845,0,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,3988152,29423060
4352,0001-20090630-132-692-1-1845,1,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,199392,29223668
4354,0001-20090630-132-692-1-1845,3,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,5536733,23686935
4355,0001-20090630-132-692-1-1845,4,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,276791,23410144
4357,0001-20090630-132-692-1-1845,6,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,2728196,20681948
4358,0001-20090630-132-692-1-1845,7,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,136390,20545558
4360,0001-20090630-132-692-1-1845,9,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,2987324,17558234
4361,0001-20090630-132-692-1-1845,10,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,149334,17408900
4363,0001-20090630-132-692-1-1845,12,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,1166656,16242244
4364,0001-20090630-132-692-1-1845,13,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,58320,16183924
4367,0001-20090630-132-692-1-1845,16,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,14080,16169844
4368,0001-20090630-132-692-1-1845,17,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,704,16169140
4369,0001-20090630-132-692-1-1845,18,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,301464,15867676
4370,0001-20090630-132-692-1-1845,19,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,15073,15852603
4372,0001-20090630-132-692-1-1845,21,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,64298,15788305
4373,0001-20090630-132-692-1-1845,22,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,3214,15785091
4375,0001-20090630-132-692-1-1845,24,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,211680,15573411
4376,0001-20090630-132-692-1-1845,25,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,10584,15562827
4378,0001-20090630-132-692-1-1845,27,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,19600,15543227
4379,0001-20090630-132-692-1-1845,28,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,980,15542247
4381,0001-20090630-132-692-1-1845,30,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,586872,14955375
4382,0001-20090630-132-692-1-1845,31,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,29337,14926038
4385,0001-20090630-133-693-1-1847,0,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,3324108,11601930
4386,0001-20090630-133-693-1-1847,1,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,166182,11435748
4388,0001-20090630-133-693-1-1847,3,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,1630896,9804852
4389,0001-20090630-133-693-1-1847,4,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,81529,9723323
4391,0001-20090630-133-693-1-1847,6,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,1056336,8666987
4392,0001-20090630-133-693-1-1847,7,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,52792,8614195
4394,0001-20090630-133-693-1-1847,9,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,110808,8503387
4395,0001-20090630-133-693-1-1847,10,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,5538,8497849
4397,0001-20090630-133-693-1-1847,12,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,23520,8474329
4398,0001-20090630-133-693-1-1847,13,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,1176,8473153
4400,0001-20090630-133-693-1-1847,15,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,40768,8432385
4401,0001-20090630-133-693-1-1847,16,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,2038,8430347
4404,0001-20090630-134-694-1-1849,0,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,2895572,5534775
4405,0001-20090630-134-694-1-1849,1,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,144768,5390007
4407,0001-20090630-134-694-1-1849,3,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,3316950,2073057
4408,0001-20090630-134-694-1-1849,4,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,165839,1907218
4410,0001-20090630-134-694-1-1849,6,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,3526664,-1619446
4411,0001-20090630-134-694-1-1849,7,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,176314,-1795760
4413,0001-20090630-134-694-1-1849,9,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,846360,-2642120
4414,0001-20090630-134-694-1-1849,10,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,42296,-2684416
4417,0001-20090630-134-694-1-1849,13,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,332424,-3016840
4418,0001-20090630-134-694-1-1849,14,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,16618,-3033458
4419,0001-20090630-134-694-1-1849,15,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,19200,-3052658
4420,0001-20090630-134-694-1-1849,16,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,960,-3053618
4422,0001-20090630-134-694-1-1849,18,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,42336,-3095954
4423,0001-20090630-134-694-1-1849,19,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,2116,-3098070
4425,0001-20090630-134-694-1-1849,21,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,21520,-3119590
4426,0001-20090630-134-694-1-1849,22,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,1076,-3120666
4428,0001-20090630-134-694-1-1849,24,2009-06-30,551,仕入値引戻し高,09年6月1日～09年6月30日分仕入,0,22320,-3142986
4429,0001-20090630-134-694-1-1849,25,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,1116,-3144102
4432,0001-20090630-135-695-1-1851,0,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,131328,-3275430
