num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
11352,0001-20091123-82-1775-1-4011,2,2009-11-23,326,預り金,11月給与その他 0001 役員,120411,0,13282666
11355,0001-20091123-82-1775-1-4011,3,2009-11-23,326,預り金,11月給与その他 0001 役員,171200,0,13453866
11358,0001-20091123-82-1775-1-4011,4,2009-11-23,326,預り金,11月給与その他 0001 役員,164442,0,13618308
11361,0001-20091123-82-1775-1-4011,5,2009-11-23,326,預り金,11月給与その他 0001 役員,133972,0,13752280
11364,0001-20091123-82-1775-1-4011,6,2009-11-23,326,預り金,11月給与その他 0001 役員,7720,0,13760000
,,,2009-11,,※※月計※※,,1720000,0,
13033,0001-20091225-92-2034-1-4529,1,2009-12-25,131,普通預金,12月給与その他 0001 役員,1332869,0,15092869
13036,0001-20091225-92-2034-1-4529,2,2009-12-25,326,預り金,12月給与その他 0001 役員,120411,0,15213280
13039,0001-20091225-92-2034-1-4529,3,2009-12-25,326,預り金,12月給与その他 0001 役員,171200,0,15384480
13042,0001-20091225-92-2034-1-4529,4,2009-12-25,326,預り金,12月給与その他 0001 役員,0,0,15384480
13045,0001-20091225-92-2034-1-4529,5,2009-12-25,326,預り金,12月給与その他 0001 役員,133972,0,15518452
13048,0001-20091225-92-2034-1-4529,6,2009-12-25,326,預り金,12月給与その他 0001 役員,5720,0,15524172
,,,2009-12,,※※月計※※,,1764172,0,
14602,0001-20100125-85-2265-1-4991,1,2010-01-25,131,普通預金,1月給与その他 0001 役員,1124255,0,16648427
14605,0001-20100125-85-2265-1-4991,2,2010-01-25,326,預り金,1月給与その他 0001 役員,120411,0,16768838
14608,0001-20100125-85-2265-1-4991,3,2010-01-25,326,預り金,1月給与その他 0001 役員,171200,0,16940038
14611,0001-20100125-85-2265-1-4991,4,2010-01-25,326,預り金,1月給与その他 0001 役員,164442,0,17104480
14614,0001-20100125-85-2265-1-4991,5,2010-01-25,326,預り金,1月給与その他 0001 役員,133972,0,17238452
14617,0001-20100125-85-2265-1-4991,6,2010-01-25,326,預り金,1月給与その他 0001 役員,5720,0,17244172
,,,2010-01,,※※月計※※,,1720000,0,
16006,0001-20100223-84-2488-1-5437,1,2010-02-23,131,普通預金,2月給与その他 0001 役員,1124255,0,18368427
16009,0001-20100223-84-2488-1-5437,2,2010-02-23,326,預り金,2月給与その他 0001 役員,120411,0,18488838
16012,0001-20100223-84-2488-1-5437,3,2010-02-23,326,預り金,2月給与その他 0001 役員,171200,0,18660038
16015,0001-20100223-84-2488-1-5437,4,2010-02-23,326,預り金,2月給与その他 0001 役員,164442,0,18824480
16018,0001-20100223-84-2488-1-5437,5,2010-02-23,326,預り金,2月給与その他 0001 役員,133972,0,18958452
16021,0001-20100223-84-2488-1-5437,6,2010-02-23,326,預り金,2月給与その他 0001 役員,5720,0,18964172
,,,2010-02,,※※月計※※,,1720000,0,
17480,0001-20100323-83-2717-1-5895,1,2010-03-23,131,普通預金,3月給与その他 0001 役員,1124255,0,20088427
17483,0001-20100323-83-2717-1-5895,2,2010-03-23,326,預り金,3月給与その他 0001 役員,120411,0,20208838
17486,0001-20100323-83-2717-1-5895,3,2010-03-23,326,預り金,3月給与その他 0001 役員,171200,0,20380038
17489,0001-20100323-83-2717-1-5895,4,2010-03-23,326,預り金,3月給与その他 0001 役員,164442,0,20544480
17492,0001-20100323-83-2717-1-5895,5,2010-03-23,326,預り金,3月給与その他 0001 役員,133972,0,20678452
17495,0001-20100323-83-2717-1-5895,6,2010-03-23,326,預り金,3月給与その他 0001 役員,5720,0,20684172
,,,2010-03,,※※月計※※,3月給与その他 0001 役員,1720000,0,20684172
